tags,owner,is_answered,view_count,down_vote_count,up_vote_count,answer_count,score,last_activity_date,creation_date,question_id,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,bounty_amount,bounty_closes_date
"['docker', 'sudo', 'tensorflow-serving']","{'account_id': 9242561, 'reputation': 979, 'user_id': 6865456, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/a11db9c620a28f26e5593a3fab778fd5?s=256&d=identicon&r=PG', 'display_name': 'Vasanti', 'link': 'https://stackoverflow.com/users/6865456/vasanti'}",True,109244,3,62,3,59,1657985184,1476215105,39985480,https://stackoverflow.com/questions/39985480/unable-to-use-sudo-commands-within-docker-bash-sudo-command-not-found-is-di,"Unable to use sudo commands within Docker, &quot;bash: sudo: command not found&quot; is displayed",1571487681.0,,,,,,
"['python', 'tensorflow', 'lstm', 'spectrogram']","{'account_id': 23112831, 'reputation': 33, 'user_id': 17220560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9afbfd98b5fbc4ff93d0aaa9157f8c68?s=256&d=identicon&r=PG', 'display_name': 'AMIR HAMZA SHAIKH', 'link': 'https://stackoverflow.com/users/17220560/amir-hamza-shaikh'}",False,22,0,0,0,0,1657983432,1657983432,73005224,https://stackoverflow.com/questions/73005224/tensorflowmodel-was-constructed-with-shape-none-199-161-for-input-kerastens,"tensorflow:Model was constructed with shape (None, 199, 161) for input KerasTensor",,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'generative-adversarial-network']","{'account_id': 13099035, 'reputation': 5, 'user_id': 12683781, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'stefanp99', 'link': 'https://stackoverflow.com/users/12683781/stefanp99'}",False,32,0,0,1,0,1657982452,1657957958,73002520,https://stackoverflow.com/questions/73002520/gan-python-crashes-without-error-message-and-with-strange-exit-code-when-using,GAN - Python crashes without error message and with strange exit code when using keras.Sequential.predict,1657968426.0,,,,,,
"['python', 'tensorflow']","{'account_id': 19255630, 'reputation': 13, 'user_id': 14072615, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-DbVRfzHxTUU/AAAAAAAAAAI/AAAAAAAAAnA/AMZuuclwr-H0R_Qu1pkyuMacW79UeV1i5Q/photo.jpg?sz=256', 'display_name': 'Marios Constantinou', 'link': 'https://stackoverflow.com/users/14072615/marios-constantinou'}",False,23,0,0,0,0,1657981446,1657890354,72994470,https://stackoverflow.com/questions/72994470/error-when-using-directml-multiple-opkernel-registrations-match-nodedef-at-the,Error when using directml &quot;Multiple OpKernel registrations match NodeDef at the same priority&quot;,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 21495342, 'reputation': 1, 'user_id': 15840445, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GguyIA-vFwhRFhaCwhGWGH95GB8Cw1Xn06uxPyX0w=k-s256', 'display_name': 'Alisha budhathoki', 'link': 'https://stackoverflow.com/users/15840445/alisha-budhathoki'}",False,21,0,0,0,0,1657981284,1657980669,73004886,https://stackoverflow.com/questions/73004886/input-0-of-layer-dense-24-is-incompatible-with-the-layer-expected-axis-1-of,"Input 0 of layer &quot;dense_24&quot; is incompatible with the layer: expected axis -1 of input shape to have value 1, but received input with shape (None, 28)",1657981284.0,,,,,,
"['python', 'tensorflow', 'keras', 'conv-neural-network']","{'account_id': 22334074, 'reputation': 1, 'user_id': 16554952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52c166825cbb0ffdd43b97b598132017?s=256&d=identicon&r=PG&f=1', 'display_name': 'RHassan', 'link': 'https://stackoverflow.com/users/16554952/rhassan'}",False,18,0,0,0,0,1657981173,1657981173,73004940,https://stackoverflow.com/questions/73004940/tensorflow-invalidargumenterror-graph-execution-error-barch-size-issue,"Tensorflow InvalidArgumentError: Graph execution error, barch size issue",,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'neural-network']","{'account_id': 25756776, 'reputation': 1, 'user_id': 19508310, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XdKG9.jpg?s=256&g=1', 'display_name': 'Blackfire2122', 'link': 'https://stackoverflow.com/users/19508310/blackfire2122'}",False,19,0,0,0,0,1657980875,1657980875,73004910,https://stackoverflow.com/questions/73004910/use-keras-and-policy-gradients-to-make-a-choice,Use keras and policy gradients to make a choice,,,,,,,
"['python', 'tensorflow', 'keras', 'tflite']","{'account_id': 8911785, 'reputation': 1202, 'user_id': 6651736, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xKKcx.jpg?s=256&g=1', 'display_name': 'Benjamin Breton', 'link': 'https://stackoverflow.com/users/6651736/benjamin-breton'}",False,31,0,1,0,1,1657980340,1657979667,73004772,https://stackoverflow.com/questions/73004772/is-it-possible-to-set-a-1d-array-to-a-tensorflow-2-model-with-tflite,Is it possible to set a 1d array to a tensorflow 2 model with tflite?,1657980340.0,,,,,,
"['python', 'tensorflow']","{'account_id': 16934725, 'reputation': 180, 'user_id': 12248034, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/x6LwD.jpg?s=256&g=1', 'display_name': 'TheExplodingGradient', 'link': 'https://stackoverflow.com/users/12248034/theexplodinggradient'}",True,9309,0,13,6,13,1657975486,1595525637,63059979,https://stackoverflow.com/questions/63059979/cannot-install-tensorflow-1-x,Cannot install TensorFlow 1.x,,63924057.0,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'jupyter-notebook']","{'account_id': 22402953, 'reputation': 15, 'user_id': 16613041, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzwnSzuEwsCUBNotnpOrn8Rhu3vnWgCRMzpBa-l=k-s256', 'display_name': 'Ishita ', 'link': 'https://stackoverflow.com/users/16613041/ishita'}",False,18,3,0,0,-3,1657974492,1657974492,73004212,https://stackoverflow.com/questions/73004212/module-not-found-errortensorflow-in-jupyter-notebook,Module not found error(tensorflow) in jupyter notebook,,,,1658131060.0,Not suitable for this site,,
"['tensorflow', 'keras', 'deep-learning']","{'account_id': 4909810, 'reputation': 462, 'user_id': 12195048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5377b2a65d3de430423119f509c7e974?s=256&d=identicon&r=PG&f=1', 'display_name': 'bhola prasad', 'link': 'https://stackoverflow.com/users/12195048/bhola-prasad'}",True,438,1,2,2,1,1657974037,1634493066,69607117,https://stackoverflow.com/questions/69607117/tensorflow-invalid-argument-input-size-should-match-but-they-differ-by-2,tensorflow - Invalid argument: Input size should match but they differ by 2,1634618600.0,,,,,,
"['python', 'conda']","{'account_id': 3730364, 'reputation': 12469, 'user_id': 3102968, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/1XKm3.png?s=256&g=1', 'display_name': 'joesan', 'link': 'https://stackoverflow.com/users/3102968/joesan'}",False,16,0,0,0,0,1657972016,1657972016,73003926,https://stackoverflow.com/questions/73003926/resolvepackagenotfound-error-when-creating-conda-environment-in-linux,ResolvePackageNotFound Error When creating Conda environment in Linux,,,,,,,
"['python', 'numpy', 'tensorflow']","{'account_id': 1330607, 'reputation': 5689, 'user_id': 1274613, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/12AGK.png?s=256&g=1', 'display_name': 'Anaphory', 'link': 'https://stackoverflow.com/users/1274613/anaphory'}",False,24,0,0,0,0,1657969972,1657969972,73003699,https://stackoverflow.com/questions/73003699/load-a-large-numpy-binary-file-and-transform-for-use-as-tensorflow-dataset,Load a large numpy binary file and transform for use as tensorflow dataset,,,,,,,
"['python', 'tensorflow', 'layer']","{'account_id': 20604497, 'reputation': 11, 'user_id': 15125052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9265144e8c8366bb1614340ed291a7a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'manish', 'link': 'https://stackoverflow.com/users/15125052/manish'}",False,51,0,1,2,1,1657963656,1650825887,71991364,https://stackoverflow.com/questions/71991364/how-to-create-a-tf-variable-with-random-values-of-shape-none-1-512-1,"How to create a tf.Variable with random values of shape [None,1,512,1]",,,,,,,
"['python', 'tensorflow', 'keras', 'time-series', 'tensorflow-datasets']","{'account_id': 12298896, 'reputation': 12665, 'user_id': 8973620, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7qt6R.jpg?s=256&g=1', 'display_name': 'Mykola Zotko', 'link': 'https://stackoverflow.com/users/8973620/mykola-zotko'}",True,132,0,3,2,3,1657957206,1657125972,72887190,https://stackoverflow.com/questions/72887190/how-to-feed-windowed-dataset-into-stringlookup-layer-in-tensorflow,How to feed windowed dataset into StringLookup layer in Tensorflow,1657355090.0,,,,,,
"['python', 'docker', 'tensorflow', 'visual-studio-code']","{'account_id': 21925080, 'reputation': 65, 'user_id': 16207818, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz9b4geQzrOlEA3XcamIpI0ZFH0o1y_kFFusoh0=k-s256', 'display_name': 'Alimagadov K.', 'link': 'https://stackoverflow.com/users/16207818/alimagadov-k'}",False,479,0,0,2,0,1657956517,1651762144,72129213,https://stackoverflow.com/questions/72129213/using-gpu-in-vs-code-container,Using GPU in VS code container,1657956517.0,,,,,,
"['python', 'tensorflow', 'tflite']","{'account_id': 19283354, 'reputation': 31, 'user_id': 14094930, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9J87rYAJeCU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnDUBBMN7-30C5rbIV1dKl6TtCaUw/photo.jpg?sz=256', 'display_name': 'YHbedoya', 'link': 'https://stackoverflow.com/users/14094930/yhbedoya'}",False,12,0,0,0,0,1657956285,1657956285,73002352,https://stackoverflow.com/questions/73002352/how-to-check-the-tf-version-in-which-was-generated-a-tflite-model,How to check the tf version in which was generated a tflite model?,,,,,,,
"['python', 'conda']","{'account_id': 3730364, 'reputation': 12469, 'user_id': 3102968, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/1XKm3.png?s=256&g=1', 'display_name': 'joesan', 'link': 'https://stackoverflow.com/users/3102968/joesan'}",False,23,0,0,1,0,1657953010,1657950806,73001861,https://stackoverflow.com/questions/73001861/conda-create-environment-takes-forever,Conda Create Environment Takes Forever,,,,,,,
"['python', 'numpy', 'tensorflow', 'vgg-net']","{'account_id': 22848994, 'reputation': 1, 'user_id': 16994897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzkwrQrIw-9zy80rrTK0nUjaJvH1J7a2zaA5kQf=k-s256', 'display_name': 'DSML', 'link': 'https://stackoverflow.com/users/16994897/dsml'}",False,22,0,0,1,0,1657952792,1657949841,73001795,https://stackoverflow.com/questions/73001795/input-0-of-layer-sequential-13-incompatible-with-the-layer-expected-axis-1-inpu,"Input 0 of layer sequential_13 incompatible with the layer: expected axis-1 inputshape to have value 3 but received input with shape (None, 30, 90, 1)",,,,,,,
"['tensorflow', 'object-detection-api']","{'account_id': 22330967, 'reputation': 11, 'user_id': 16552258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/757cf0c8194af324936a754ee7dae2f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'EE_G_RLP', 'link': 'https://stackoverflow.com/users/16552258/ee-g-rlp'}",False,17,0,0,0,0,1657951320,1657863589,72989481,https://stackoverflow.com/questions/72989481/clarify-running-the-model-main-py-in-tf-od-api-for-evaluation-on-training-test-d,Clarify running the model_main.py in TF OD API for evaluation on training/test data,1657951320.0,,,,,,
"['python', 'tensorflow', 'keras', 'image-segmentation', 'unity3d-unet']","{'account_id': 25817093, 'reputation': 1, 'user_id': 19556863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f56e00bca6940c3e3cf56766d2ea863?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/19556863/josh'}",False,19,0,0,1,0,1657930161,1657894682,72995426,https://stackoverflow.com/questions/72995426/keras-tensorflow-invalid-argument-required-broadcastable-shapes,Keras/Tensorflow INVALID_ARGUMENT: required broadcastable shapes,,,,,,,
"['python', 'tensorflow', 'shapes']","{'account_id': 25820244, 'reputation': 1, 'user_id': 19559482, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucoovFrx_IZ8dVAf4E0gDwekdotXHR_2NYskSxNd7aQ=k-s256', 'display_name': 'Francisco Ruiz', 'link': 'https://stackoverflow.com/users/19559482/francisco-ruiz'}",False,8,0,0,0,0,1657930152,1657930152,73000634,https://stackoverflow.com/questions/73000634/model-prediciton-incompatible-shape-and-tensorflowautograph-could-not-transfor,Model Prediciton: Incompatible Shape and tensorflow:AutoGraph could not transform,,,,,,,
"['python', 'tensorflow', 'tensorflow2.0', 'tensorboard']","{'account_id': 23512515, 'reputation': 56, 'user_id': 17560920, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/624666b47cb5deb79d53ba61a5e72960?s=256&d=identicon&r=PG', 'display_name': 'tgm_learn', 'link': 'https://stackoverflow.com/users/17560920/tgm-learn'}",False,22,0,0,1,0,1657928166,1657897693,72996044,https://stackoverflow.com/questions/72996044/tensorboard-callback-problems,tensorboard callback problems,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 15363769, 'reputation': 117, 'user_id': 11083881, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RrIOm.jpg?s=256&g=1', 'display_name': 'Francesco', 'link': 'https://stackoverflow.com/users/11083881/francesco'}",False,23,2,0,2,-2,1657927462,1657892364,72994917,https://stackoverflow.com/questions/72994917/loss-function-exhibits-strange-behavior-during-training,Loss function exhibits strange behavior during training,,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 23702817, 'reputation': 15, 'user_id': 17725768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e1bb842c213b4ecde49afe7845cc9c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'raj majumdar', 'link': 'https://stackoverflow.com/users/17725768/raj-majumdar'}",True,37,0,1,2,1,1657925734,1657907560,72997955,https://stackoverflow.com/questions/72997955/valueerror-input-0-of-layer-sequential-13-is-incompatible-with-the-layercif,ValueError: Input 0 of layer &quot;sequential_13&quot; is incompatible with the layer:(cifar-10) with python,1657907704.0,72998426.0,,,,,
"['python', 'tensorflow', 'named-entity-recognition', 'transformer', 'huggingface']","{'account_id': 19352703, 'reputation': 1, 'user_id': 14149739, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_s67Kd-EYok/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkzk-x_frsKIL9Xr8ufAAeYp0jSg/photo.jpg?sz=256', 'display_name': 'peetal', 'link': 'https://stackoverflow.com/users/14149739/peetal'}",False,20,0,0,1,0,1657923575,1657920305,72999740,https://stackoverflow.com/questions/72999740/cannot-get-datacollator-to-prepare-tf-dataset,Cannot get DataCollator to prepare tf dataset,,,,,,,
['python'],"{'account_id': 25798815, 'reputation': 1, 'user_id': 19541582, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpxM3r7EKU0mXXRwuoNmR5AvteNmlVEppfj5eBx=k-s256', 'display_name': 'Nosa', 'link': 'https://stackoverflow.com/users/19541582/nosa'}",False,43,0,0,1,0,1657923306,1657921914,72999914,https://stackoverflow.com/questions/72999914/how-to-remove-square-brackets-from-a-csv-file,How to remove square brackets from a csv file,1657922062.0,,,,,,
"['python', 'python-3.x', 'anaconda', 'virtualenv', 'conda']","{'account_id': 14882943, 'reputation': 135, 'user_id': 10747001, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ys8PW.jpg?s=256&g=1', 'display_name': 'Haytorade', 'link': 'https://stackoverflow.com/users/10747001/haytorade'}",True,967,0,2,3,2,1657916516,1547869572,54263894,https://stackoverflow.com/questions/54263894/how-do-i-allow-pip-inside-anaconda3-venv-when-pip-set-to-require-virtualenv,How do I allow pip inside anaconda3 venv when pip set to require virtualenv?,,,,,,,
"['python', 'tensorflow', 'image-processing', 'keras']","{'account_id': 13131338, 'reputation': 425, 'user_id': 9485765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19f3448e3f00203a03cd42938ab21591?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vishnu', 'link': 'https://stackoverflow.com/users/9485765/vishnu'}",True,30,0,0,1,0,1657911070,1608842281,65443046,https://stackoverflow.com/questions/65443046/how-to-create-multi-images-input-and-single-output-tensorflow-dataset,how to create multi images input and single output tensorflow dataset,,72998492.0,,,,,
"['python', 'tensorflow', 'bert-language-model']","{'account_id': 10565680, 'reputation': 31, 'user_id': 7783999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07e94188491a3f78d10b1663f275c59d?s=256&d=identicon&r=PG&f=1', 'display_name': 'sruthi', 'link': 'https://stackoverflow.com/users/7783999/sruthi'}",True,2146,0,3,2,3,1657910526,1635327244,69736155,https://stackoverflow.com/questions/69736155/bert-model-compile-error-typeerror-invalid-keyword-arguments-in-compile,Bert Model Compile Error - TypeError: Invalid keyword argument(s) in `compile`: {&#39;steps_per_execution&#39;},,,,,,,
"['python', 'tensorflow', 'nlp', 'bert-language-model', 'gpt']","{'account_id': 25680846, 'reputation': 49, 'user_id': 19443650, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/553bdac7a3892b3fd3f8733d4ebd9b17?s=256&d=identicon&r=PG', 'display_name': 'albert', 'link': 'https://stackoverflow.com/users/19443650/albert'}",False,17,0,0,0,0,1657909823,1657803570,72980930,https://stackoverflow.com/questions/72980930/how-to-split-text-data-into-multiple-separate-blocks-or-vectors-for-text-class,How to split text data into multiple separate (blocks or vectors) for text classification models like GPT2/BERT,1657909823.0,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'tensorflow-probability']","{'account_id': 9302465, 'reputation': 1770, 'user_id': 6907424, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wOn2H.jpg?s=256&g=1', 'display_name': 'hafiz031', 'link': 'https://stackoverflow.com/users/6907424/hafiz031'}",False,40,0,0,0,0,1657903303,1657864306,72989569,https://stackoverflow.com/questions/72989569/basecollectiveexecutorstartabort-invalid-argument-input-matrix-is-not-inverti,BaseCollectiveExecutor::StartAbort Invalid argument: Input matrix is not invertible,1657903303.0,,,,,,
"['tensorflow', 'jupyter-notebook', 'apple-m1']","{'account_id': 1088381, 'reputation': 23265, 'user_id': 1083572, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/YJX0V.png?s=256&g=1', 'display_name': 'Kokodoko', 'link': 'https://stackoverflow.com/users/1083572/kokodoko'}",False,14,0,0,0,0,1657902165,1657901363,72996835,https://stackoverflow.com/questions/72996835/cannot-start-jupyter-notebook-with-tensorflow-on-m1-mac,Cannot start jupyter notebook with tensorflow on M1 mac,1657902165.0,,,,,,
"['python', 'python-3.x', 'tensorflow', 'image-processing', 'keras']","{'account_id': 23403065, 'reputation': 43, 'user_id': 17465930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/999fca6deea1e8d5ad5a4e131790728b?s=256&d=identicon&r=PG', 'display_name': 'imdatyaa', 'link': 'https://stackoverflow.com/users/17465930/imdatyaa'}",False,19,1,0,1,-1,1657902070,1657900288,72996631,https://stackoverflow.com/questions/72996631/keras-image-data-generator-invalid-file-names-error,Keras Image Data Generator Invalid File Name(s) Error,,,,,,,
"['android', 'python', 'tensorflow', 'kivy']","{'account_id': 11577577, 'reputation': 91, 'user_id': 8482400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15612fc0a84598c5a7387177ab4c3d2d?s=256&d=identicon&r=PG', 'display_name': 'Vũ Sinh', 'link': 'https://stackoverflow.com/users/8482400/v%c5%a9-sinh'}",True,2021,0,8,3,8,1657901285,1562750672,56967553,https://stackoverflow.com/questions/56967553/building-kivy-android-app-with-tensorflow,Building Kivy Android app with Tensorflow,,,,,,,
"['python', 'tensorflow']","{'account_id': 19160665, 'reputation': 33, 'user_id': 14961166, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae1d7fbde920162766288bee84634a58?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amit', 'link': 'https://stackoverflow.com/users/14961166/amit'}",False,272,0,2,1,2,1657899610,1627326101,68535176,https://stackoverflow.com/questions/68535176/module-tensorflow-has-no-attribute-reduce-std,module &#39;tensorflow&#39; has no attribute &#39;reduce_std&#39;,,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'lstm']","{'account_id': 25794244, 'reputation': 1, 'user_id': 19537748, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmk6ISssEGW1YjATvJ_hLnD5DlyfubcIvv9WQdfd=k-s256', 'display_name': 'Arwa Ahmed', 'link': 'https://stackoverflow.com/users/19537748/arwa-ahmed'}",False,23,0,0,0,0,1657897747,1657750234,72973162,https://stackoverflow.com/questions/72973162/adding-additional-hidden-layer-and-attention-layer-to-lstm-model,Adding additional hidden layer and attention layer to LSTM model,1657897747.0,,,,,,
"['python', 'tensorflow', 'dataset']","{'account_id': 15982288, 'reputation': 91, 'user_id': 11816230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2dfb53575b4e192fdb4c3ef1494c1ee?s=256&d=identicon&r=PG', 'display_name': 'Alessandro', 'link': 'https://stackoverflow.com/users/11816230/alessandro'}",False,31,0,0,1,0,1657897427,1657839104,72987414,https://stackoverflow.com/questions/72987414/access-one-image-of-dataset-obtained-with-tfds-load,Access one image of dataset obtained with tfds.load(),1657877757.0,,,,,,
"['python', 'tensorflow', 'keras', 'tensorflow2.0']","{'account_id': 16230354, 'reputation': 2625, 'user_id': 11725056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fb8aa3bd56b90f894e9805de55ff840?s=256&d=identicon&r=PG&f=1', 'display_name': 'Deshwal', 'link': 'https://stackoverflow.com/users/11725056/deshwal'}",True,4585,1,5,6,4,1657896866,1595138324,62976818,https://stackoverflow.com/questions/62976818/add-weight-got-multiple-values-for-argument-name-while-using-a-custom-attent,add_weight() got multiple values for argument &#39;name&#39; while using a custom Attention(Layer) in Keras,,,,,,,
"['macos', 'tensorflow']","{'account_id': 16980101, 'reputation': 723, 'user_id': 12282309, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9bdb7cc68da2e68783fbf69e1c11183?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nayden Van', 'link': 'https://stackoverflow.com/users/12282309/nayden-van'}",True,675,0,1,1,1,1657895753,1631829553,69215644,https://stackoverflow.com/questions/69215644/tensorflow-on-macos-apple-m1,Tensorflow on macOS Apple M1,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'neural-network']","{'account_id': 25817102, 'reputation': 11, 'user_id': 19556868, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/5363977210307718/picture?type=large', 'display_name': 'Jason Kim', 'link': 'https://stackoverflow.com/users/19556868/jason-kim'}",False,35,0,1,0,1,1657894140,1657893968,72995259,https://stackoverflow.com/questions/72995259/input-0-of-layer-dense3-is-incompatible-with-the-layer-expected-min-ndim-2-f,"Input 0 of layer &quot;dense3&quot; is incompatible with the layer: expected min_ndim=2, found ndim=1. Full shape received: (4096,)",1657894140.0,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 11133474, 'reputation': 87, 'user_id': 8172745, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ec839bfe375d5e2d41eefa5a7231f66?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ruben Guillemyn', 'link': 'https://stackoverflow.com/users/8172745/ruben-guillemyn'}",False,25,0,0,1,0,1657893869,1657876720,72991752,https://stackoverflow.com/questions/72991752/checkpointloadstatus-object-has-no-attribute-evaluate,&#39;CheckpointLoadStatus&#39; object has no attribute &#39;evaluate&#39;,1657893823.0,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'lstm']","{'account_id': 19626011, 'reputation': 13, 'user_id': 14365312, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZbSl10DVsD4BqIV_-4qhM0rPKN67NEOdoyfSjhQ=k-s256', 'display_name': 'ggg_jus', 'link': 'https://stackoverflow.com/users/14365312/ggg-jus'}",False,36,0,0,0,0,1657893761,1653554631,72389115,https://stackoverflow.com/questions/72389115/how-should-i-fixed-problem-with-valueerror-input-0-of-layer-sequential-is-i,"how should i fixed problem with &quot; ValueError: Input 0 of layer &quot;sequential&quot; is incompatible with the layer expected shape=(None, 25, 1)&quot;",,,,,,,
"['python', 'tensorflow', 'keras', 'cross-entropy']","{'account_id': 17576793, 'reputation': 27, 'user_id': 12751366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba6722f44fe576835aff5c3ae3fce1f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'string', 'link': 'https://stackoverflow.com/users/12751366/string'}",True,24,1,1,1,0,1657893743,1657891500,72994736,https://stackoverflow.com/questions/72994736/cannot-verify-manually-the-calculations-by-tf-keras-losses-binarycrossentropy,Cannot verify manually the calculations by tf.keras.losses.BinaryCrossentropy,1657893743.0,72994892.0,,,,,
"['python', 'pandas', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 1520139, 'reputation': 1268, 'user_id': 1420026, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/35b55a83e8fe4c44e4bc67f4611f81ed?s=256&d=identicon&r=PG', 'display_name': 'Muaz Usmani', 'link': 'https://stackoverflow.com/users/1420026/muaz-usmani'}",False,29,0,0,0,0,1657893660,1657891430,72994720,https://stackoverflow.com/questions/72994720/optimizing-data-pipeline-for-a-large-time-series-dataset,Optimizing data pipeline for a large time series dataset,1657893660.0,,,,,,
"['python', 'tensorflow', 'keras', 'conv-neural-network', 'lstm']","{'account_id': 23470575, 'reputation': 3, 'user_id': 17524145, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5rrDM.jpg?s=256&g=1', 'display_name': 'Aysan', 'link': 'https://stackoverflow.com/users/17524145/aysan'}",False,32,0,0,1,0,1657886457,1655810800,72699948,https://stackoverflow.com/questions/72699948/resnet50lstm-to-classify-the-video-frames,Resnet50+LSTM to classify the video frames,,,,,,,
"['python', 'tensorflow', 'keras', 'nlp']","{'account_id': 4092618, 'reputation': 4965, 'user_id': 3360241, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/277dc127804b2742004b35706e4bd462?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/3360241/john'}",True,26,0,1,1,1,1657884965,1657882302,72992870,https://stackoverflow.com/questions/72992870/custom-text-pre-processing-saved-in-tensorflow-model,Custom text pre-processing saved in Tensorflow model,1657884965.0,72993273.0,,,,,
